,description,created_at,text
2738,"อยากเล่นอันนี้ ๆๆ เทรด ""จงโควต"" 
หัวข้อ การศึกษาไทย ไปไหนวะ ?

#Dek64 #dek64กําลังถูกทิ้ง #dek65 #dek66 #TCAS64 #TCAS #GATPAT64 #วิชาสามัญ64 #ONET #การศึกษาไทย  #ซ่อมการศึกษา https://t.co/e8wtNI4054",2021-04-03 11:47:06,อยากเล่นอันนี้ ๆๆ เทรด  จงโควต  หัวข้อ การศึกษาไทย ไปไหนวะ  
2739,"เกรดพึ่งออกเมื่อวาน
ก่อนสอบปลายภาคสักเดือนหนึ่งมีปัญหากับครูสังคม เพราะเราไม่ได้รร. วันที่เข้าสอบธรรมมะกัน (เราสอบผ่านตั้งแต่ม.1จะให้ไปทำไม) หลายคนก็ไม่ได้ไป เพราะสอบซ้ำชั้นเดิมบ้างทั้งที่สอบผ่านแล้ว นี่ก็ลงสตอรี่สนุก ๆ ไม่ได้สร้างความเสียหายแต่อย่างใด มีต่อ #การศึกษาฆ่าฉัน",2021-04-03 12:16:28,เกรดพึ่งออกเมื่อวาน ก่อนสอบปลายภาคสักเดือนหนึ่งมีปัญหากับครูสังคม เพราะเราไม่ได้รร  วันที่เข้าสอบธรรมมะกัน  เราสอบผ่านตั้งแต่ม 1จะให้ไปทำไม  หลายคนก็ไม่ได้ไป เพราะสอบซ้ำชั้นเดิมบ้างทั้งที่สอบผ่านแล้ว นี่ก็ลงสตอรี่สนุก ๆ ไม่ได้สร้างความเสียหายแต่อย่างใด มีต่อ
2740,กี่คนแล้วที่ต้องเครียดจนทำร้ายตัวเอง ส่งผลเสียต่อเด็ก  #การศึกษาฆ่าฉัน,2021-04-03 13:42:48,กี่คนแล้วที่ต้องเครียดจนทำร้ายตัวเอง ส่งผลเสียต่อเด็ก
2741,งงกับมหาลัยที่เกรดน้องแล้วโดนออก คือมึงกูจ่ายค่าเทอมเองอะ #การศึกษาฆ่าฉัน,2021-04-03 13:44:59,งงกับมหาลัยที่เกรดน้องแล้วโดนออก คือมึงกูจ่ายค่าเทอมเองอะ
2742,ถ้าถามว่าการศึกษาไทยให้อะไร ให้ไปหาจิตแพทย์ค่ะ #การศึกษาไทย,2021-04-03 13:49:10,ถ้าถามว่าการศึกษาไทยให้อะไร ให้ไปหาจิตแพทย์ค่ะ
2743,ช่สยจำคำพูดของตัวเองไว้ด้วย พุดไรไว้หัดจำ พวกเราเหนือยและเบื่อมามากเคยมีใครเห็นใจเราบ้างเคยถามความรุ้สึกปะ #การศึกษาไทย #เบื่อ #ครู #ความรู้สึกล้วนๆ,2021-04-03 14:27:55,ช่สยจำคำพูดของตัวเองไว้ด้วย พุดไรไว้หัดจำ พวกเราเหนือยและเบื่อมามากเคยมีใครเห็นใจเราบ้างเคยถามความรุ้สึกปะ
2744,"คือดี้งงมากเมื่อ2อาทิตย์ก่อนดี้ได้ไปเคลียร์งานค้างกับเพื่อนแล้วนึกถ่ายรูปเพราะดี้กำลังเล่นเดอะเฟสกันอยู่ช่วงนั้นจึงถ่ายแล้วลงเฟซบุ๊คผลตอบรับดีฮือฮาขนาดรองผอ.ยังมาคอมเม้นท์ว่าแต่ละท่าชั่งเล่นชั่งคิดกันจริงไประมาณนี้แล้ววันนี้ดี้ได้ไปทำซุ้มที่โรงเรียน
#การศึกษาไทย  #โรงเรียนสี่แยก https://t.co/Jgm2y2fxsH",2021-04-03 15:10:36,คือดี้งงมากเมื่อ2อาทิตย์ก่อนดี้ได้ไปเคลียร์งานค้างกับเพื่อนแล้วนึกถ่ายรูปเพราะดี้กำลังเล่นเดอะเฟสกันอยู่ช่วงนั้นจึงถ่ายแล้วลงเฟซบุ๊คผลตอบรับดีฮือฮาขนาดรองผอ ยังมาคอมเม้นท์ว่าแต่ละท่าชั่งเล่นชั่งคิดกันจริงไประมาณนี้แล้ววันนี้ดี้ได้ไปทำซุ้มที่โรงเรียน
2745,"อ่อแล้วเมื่อวานดี้สอบวิชาสุขศึกษาแล้วเจอข้อสอบที่เหมือนไม่เกี่ยวกับการเรียนเลยค่ะข้อสอบมี60เหมือนไม่มีไรจะออก แล้วเป็นคำตอบที่ไม่น่าจะไม่น่าจะออก ให้ลองพิจารณาดูได้ค่ะ คอมเม้นท์และแชร์ได้เติมที่ขอบคุณค่ะ 
#การศึกษาไทย #สอบ #สอบปลายภาค
#โรงเรียนสี่แยก https://t.co/ottsq3uiZU",2021-04-03 15:25:24,อ่อแล้วเมื่อวานดี้สอบวิชาสุขศึกษาแล้วเจอข้อสอบที่เหมือนไม่เกี่ยวกับการเรียนเลยค่ะข้อสอบมี60เหมือนไม่มีไรจะออก แล้วเป็นคำตอบที่ไม่น่าจะไม่น่าจะออก ให้ลองพิจารณาดูได้ค่ะ คอมเม้นท์และแชร์ได้เติมที่ขอบคุณค่ะ
2746,"โดนครูที่ปรึกษาด่าว่า
""เสร่อ""
""พ่อแม่ไม่สั่งสอน""
""ตลาดล่าง""
""สมองนะคิดบาง""
ถ้าเพื่อนๆเจอแบบนี้จะทำอย่างไง #คอมเมนตอบหน่อยค่ะ #แชร์ประสบการณ์โดนครูด่า #ครูประสาท #ครู #นักเรียน #ครูด่าเด็ก #ครูที่ดี #dek64 #ปี64 #คิดก่อนพูด #วุฒิภาวะ #ขึ้นหน้าฟีด #FYPTwitter #การศึกษาไทย",2021-04-03 15:36:02,โดนครูที่ปรึกษาด่าว่า  เสร่อ   พ่อแม่ไม่สั่งสอน   ตลาดล่าง   สมองนะคิดบาง  ถ้าเพื่อนๆเจอแบบนี้จะทำอย่างไง
2747,มีใครเคยโดนคนอื่นด่าว่าโง่แค่เพราะแกไม่เรียนพิเศษป้ะ555 #การศึกษาฆ่าฉัน,2021-04-03 16:13:59,มีใครเคยโดนคนอื่นด่าว่าโง่แค่เพราะแกไม่เรียนพิเศษป้ะ555
2748,แค่ระบบเอ็นทราน กับโควต้า แค่นั้นพอแล้วปะ สอบอะไรเยอะแยะ มันเครียดนะเว้ย บั่นทอนจิตใจอีก ไม่ได้อะไรเลย #การศึกษาฆ่าฉัน,2021-04-03 16:52:23,แค่ระบบเอ็นทราน กับโควต้า แค่นั้นพอแล้วปะ สอบอะไรเยอะแยะ มันเครียดนะเว้ย บั่นทอนจิตใจอีก ไม่ได้อะไรเลย
2749,ขณะที่เด็กไทยต้องมีเงินเป็นล้านเพื่อเรียนให้จบ ตัดไปที่เมืองนอก เรียนฟรี ได้เงินเดือนทุกเดือน ชุดใส่ไปรเวทได้ การบ้านน้อย มีเวลาไปทำงานพิเศษ #ความล้มเหลวของการศึกษาไทย #9วิชาสามัญ #DEK64,2021-04-03 16:58:16,ขณะที่เด็กไทยต้องมีเงินเป็นล้านเพื่อเรียนให้จบ ตัดไปที่เมืองนอก เรียนฟรี ได้เงินเดือนทุกเดือน ชุดใส่ไปรเวทได้ การบ้านน้อย มีเวลาไปทำงานพิเศษ
2750,จะพรูฟสูตรเหี้ยไรเยอะแยะ ชีวิตจริงใช้ก็ไม่ต้องใช้ สอนเอาสูตรที่เรียนไปปรับใช้น่าจะดีกว่ามั้ย #การศึกษาไทย #การศึกษาฆ่าฉัน #ความล้มเหลวของการศึกษาไทย #ชีวิตเด็กมหาลัย,2021-04-03 17:31:00,จะพรูฟสูตรเหี้ยไรเยอะแยะ ชีวิตจริงใช้ก็ไม่ต้องใช้ สอนเอาสูตรที่เรียนไปปรับใช้น่าจะดีกว่ามั้ย
2751,"พวกลูกจ้างในโรงงานแถวบ้านยังได้เงินเดือนเป็นหมื่นเลยจ้า
#การศึกษาไทย #การศึกษาฆ่าฉัน https://t.co/TW6m8A6Zew",2021-04-04 04:19:45,พวกลูกจ้างในโรงงานแถวบ้านยังได้เงินเดือนเป็นหมื่นเลยจ้า
2752,"รู้จัก “มหาวิทยาลัยทาคุโชกุ” (拓殖大学) มหาวิทยาลัย “นักบู๊” ของญี่ปุ่น
https://t.co/SKNF4whfA6
#การศึกษา #กีฬา #ประวัติศาสตร์",2021-04-04 06:00:38,รู้จัก  มหาวิทยาลัยทาคุโชกุ   拓殖大学  มหาวิทยาลัย  นักบู๊  ของญี่ปุ่น
2753,แก้มส.ไปตั้งแต่เทอมก่อนพอไปเช็ดในระบบเสือกติดศูนย์ถามครูประจำวิชานางก็บอกให้ไปถามสาเหตุที่ฝ่ายงานวัดผลประธานโทษนะคะคุณให้ศูนย์เองแต่ดันโยนไปให้ฝ่ายวิชาการแล้วคือปิดเทอมยิ่งไม่ว่างอยู่จะให้เสียเวลาไปรร.เนี่ยนะมันได้หรอไม่ไร้ความรับผิดชอบไปหน่อยหรอ  #ความล้มเหลวของการศึกษาไทย,2021-04-04 06:35:26,แก้มส ไปตั้งแต่เทอมก่อนพอไปเช็ดในระบบเสือกติดศูนย์ถามครูประจำวิชานางก็บอกให้ไปถามสาเหตุที่ฝ่ายงานวัดผลประธานโทษนะคะคุณให้ศูนย์เองแต่ดันโยนไปให้ฝ่ายวิชาการแล้วคือปิดเทอมยิ่งไม่ว่างอยู่จะให้เสียเวลาไปรร เนี่ยนะมันได้หรอไม่ไร้ความรับผิดชอบไปหน่อยหรอ
2754,ปีสุดท้ายแล้วที่จะเรียนจบม.6 แต่มันไม่จบไงทั้งที่ทำงานไปส่ง บอกคะแนนไม่พอนี้ก็เอางานไปส่ง ผลสุดท้ายติด0 มันเหนื่อยนะกับการที่ทำไปแล้วมันไม่ผ่านมันไม่โดยตรวจอ่ะแต่กูก็พยามแก้ไง กูบอกกูก็ทำไม่ใช้พูแล้วกูไม่ทำ กูทำกูทำตลอด #การศึกษาฆ่าฉัน,2021-04-04 07:52:29,ปีสุดท้ายแล้วที่จะเรียนจบม 6 แต่มันไม่จบไงทั้งที่ทำงานไปส่ง บอกคะแนนไม่พอนี้ก็เอางานไปส่ง ผลสุดท้ายติด0 มันเหนื่อยนะกับการที่ทำไปแล้วมันไม่ผ่านมันไม่โดยตรวจอ่ะแต่กูก็พยามแก้ไง กูบอกกูก็ทำไม่ใช้พูแล้วกูไม่ทำ กูทำกูทำตลอด
2755,"(3) แต่นี่ก็ใจสู้นะ +บวกกับหาที่ฝึกงานสหกิจ สายการตลาดด้วย เป็น 4เดือนฝึกงานที่มีคุณค่ากว่าเรียนในตำรา 4ปีในมหาลัยมากๆ ทุกวันนี้ทำงานแล้ว

แต่ก็ยังหาคอร์สเรียนเสริม หาหนังสืออ่านพัฒนา skill เสมอ สุดท้ายแล้วปัญหาจริงๆจอง #การศึกษาไทย คือ ...ต่อ",2021-04-04 07:53:32, 3  แต่นี่ก็ใจสู้นะ  บวกกับหาที่ฝึกงานสหกิจ สายการตลาดด้วย เป็น 4เดือนฝึกงานที่มีคุณค่ากว่าเรียนในตำรา 4ปีในมหาลัยมากๆ ทุกวันนี้ทำงานแล้ว แต่ก็ยังหาคอร์สเรียนเสริม หาหนังสืออ่านพัฒนา skill เสมอ สุดท้ายแล้วปัญหาจริงๆจอง คือ    ต่อ
2756,"(สุดท้ายแล้ว) ต่อให้ผลสอบออกมาเป็นยังไง ขอเป็นกำลังใจให้น้องๆ #Dek64 ผ่านเรื่องเหี้ยๆนี่ไปให้ได้ ไม่ว่าอะไรตะเกิดขึ้น 

สิ่งสำคัญคือขอให้น้องๆได้ค้นพบตัวเอง ได้ค้นพบสิ่งที่อยากทำในชีวิตจริงๆ 

สุดท้ายนี้  #การศึกษาไทย ไม่ได้สอนเหี้ยอะไรกูเลย นอกจากการได้เพื่อนแท้ที่ดีๆ 💖",2021-04-04 08:07:34, สุดท้ายแล้ว  ต่อให้ผลสอบออกมาเป็นยังไง ขอเป็นกำลังใจให้น้องๆ ผ่านเรื่องเหี้ยๆนี่ไปให้ได้ ไม่ว่าอะไรตะเกิดขึ้น สิ่งสำคัญคือขอให้น้องๆได้ค้นพบตัวเอง ได้ค้นพบสิ่งที่อยากทำในชีวิตจริงๆ สุดท้ายนี้ ไม่ได้สอนเหี้ยอะไรกูเลย นอกจากการได้เพื่อนแท้ที่ดีๆ 💖
2757,ถ้าการศึกษาดีจริง จะเรียนพิเศษทำไม!!????#การศึกษาไทย,2021-04-04 08:07:47,ถ้าการศึกษาดีจริง จะเรียนพิเศษทำไม      
2758,"การศึกษาไทยเป็นอะไรที่ย้อนแย้งนะ รร.บางที่ บุคลากรครูขาด ,อย่างได้ครูเพิ่ม แต่กดขี่เงินเดือนต่ำเตี้ยเหลือเกิน ใครมันอยากจะทำ
 
ถ้าได้ทำก็มีงานอะไรนอกจากสอนเต็มไปหมด จนไม่สามารถสอนได้อย่างเต็มที่ ใช้งานอย่างกะทาส เงินเดือนก็เยี่ยงทาสเช่นกัน #การศึกษาไทย",2021-04-04 08:48:56,การศึกษาไทยเป็นอะไรที่ย้อนแย้งนะ รร บางที่ บุคลากรครูขาด  อย่างได้ครูเพิ่ม แต่กดขี่เงินเดือนต่ำเตี้ยเหลือเกิน ใครมันอยากจะทำ ถ้าได้ทำก็มีงานอะไรนอกจากสอนเต็มไปหมด จนไม่สามารถสอนได้อย่างเต็มที่ ใช้งานอย่างกะทาส เงินเดือนก็เยี่ยงทาสเช่นกัน
2759,"เปิดพอร์ตทำความรู้จัก “ชาร์ต - สืบศิษฏ์ ศานติศาสน์” คนรุ่นใหม่ในคณะทำงาน #พรรคกล้า ที่พร้อมเปลี่ยน #การศึกษาไทย เท่าทันต่อโลกอนาคต

https://t.co/JhzY9jRu4J

#เรามาเพื่อลงมือทำ https://t.co/bp9HSwj0hV",2021-04-04 09:57:36,เปิดพอร์ตทำความรู้จัก  ชาร์ต   สืบศิษฏ์ ศานติศาสน์  คนรุ่นใหม่ในคณะทำงาน ที่พร้อมเปลี่ยน เท่าทันต่อโลกอนาคต
2760,จากที่อ่านโควทมา ก็เป็นเพราะการศึกษาทั้งนั้นเลยอ่ะ #การศึกษาไทย https://t.co/s9aO0HOiGD,2021-04-04 10:30:33,จากที่อ่านโควทมา ก็เป็นเพราะการศึกษาทั้งนั้นเลยอ่ะ
2761,ถามจริงคือบ้านเราอยู่พื้นที่เสี่ยงแล้วคือาจารย์จะให้ไปสอบกับพรีเซ้นงานที่ ม. พอไปขอบอกพื้นที่เสี่ยงจะให้เราติด I แล้วแก้ได้แค่ C- คืองงใจมากอะไรวะ #การศึกษาฆ่าฉัน #ชีวิตเด็กมหาลัย,2021-04-04 10:32:27,ถามจริงคือบ้านเราอยู่พื้นที่เสี่ยงแล้วคือาจารย์จะให้ไปสอบกับพรีเซ้นงานที่ ม  พอไปขอบอกพื้นที่เสี่ยงจะให้เราติด I แล้วแก้ได้แค่ C  คืองงใจมากอะไรวะ
2762,"ใครมีหนังสือ พวกgat pat1,2 ที่ไม่ได้ใช้แล้วบ้างคะ เอามาปล่อยหน่อยค่ะ #9วิชาสามัญ #การศึกษาไทย",2021-04-04 11:03:29,ใครมีหนังสือ พวก a  pa 1 2 ที่ไม่ได้ใช้แล้วบ้างคะ เอามาปล่อยหน่อยค่ะ
2763,กูได้เกรด4วิชานี้คนเดียวในสายชั้น แล้วเพื่อนคุยกันในเรื่องที่เกรดมันไม่โอ แล้วกูโดนพาดพิงอะสัดด หาว่าเพราะกูเป็นลูกรักอีก เมิงง กูอยู่ของกูดีๆมั้ยล่ะ หลายครั้งมาก แตกต่างจากพวกกูก็ผิดงั้นหรอ #การศึกษาฆ่าฉัน #เพื่อน,2021-04-04 11:56:52,กูได้เกรด4วิชานี้คนเดียวในสายชั้น แล้วเพื่อนคุยกันในเรื่องที่เกรดมันไม่โอ แล้วกูโดนพาดพิงอะสัดด หาว่าเพราะกูเป็นลูกรักอีก เมิงง กูอยู่ของกูดีๆมั้ยล่ะ หลายครั้งมาก แตกต่างจากพวกกูก็ผิดงั้นหรอ
2764,เนื้อหายาก+ไม่สามารถเอาไปใช้ได้+อาจารย์สอนแย่ = อยากตายจริงๆนะ #การศึกษาฆ่าฉัน #ความล้มเหลวของการศึกษาไทย #ชีวิตเด็กมหาลัย,2021-04-04 12:23:06,เนื้อหายาก ไม่สามารถเอาไปใช้ได้ อาจารย์สอนแย่   อยากตายจริงๆนะ
2765,อันนี้เหตุมาจากการที่นร.บางคนไม่ได้แก้ร.นะคะเพราะบางคนอาจจะยังไม่รู้หรือมาทำทีหลัง แต่เอาจริงๆแล้วการเป็นครูสักแต่จะพิมพ์อะไรก็ได้จริงมั้ยคะ ควรควบคุมอารมณ์ตัวเองบ้าง อีกอย่างการมาบอกสมน้ำหน้านร.มันเหมาะใช่มั้ยคะ #การศึกษาไทย #การศึกษาฆ่าฉัน #รรหลังสำนักงานตลิ่งชัน https://t.co/z1d1rDdl8u,2021-04-04 12:43:29,อันนี้เหตุมาจากการที่นร บางคนไม่ได้แก้ร นะคะเพราะบางคนอาจจะยังไม่รู้หรือมาทำทีหลัง แต่เอาจริงๆแล้วการเป็นครูสักแต่จะพิมพ์อะไรก็ได้จริงมั้ยคะ ควรควบคุมอารมณ์ตัวเองบ้าง อีกอย่างการมาบอกสมน้ำหน้านร มันเหมาะใช่มั้ยคะ
2766,"ถ้าเด็กไม่มีแนวข้อสอบเขาก็ทำไม่ได้หรอกนะ5555555
สอนไม่ตรงที่สอบ ชอบจัง ถ้าไม่เรียนพิเศษที่ครูที่รร.สอนก็จะตกสินะ สังคมไทยมันเป็นอย่างนี้นี่เอง #การศึกษาไทย",2021-04-04 14:26:33,ถ้าเด็กไม่มีแนวข้อสอบเขาก็ทำไม่ได้หรอกนะ5555555 สอนไม่ตรงที่สอบ ชอบจัง ถ้าไม่เรียนพิเศษที่ครูที่รร สอนก็จะตกสินะ สังคมไทยมันเป็นอย่างนี้นี่เอง
2767,เราควรเรียนต่อมั้ย? #การศึกษาฆ่าฉัน #โรคซึมเศร้า,2021-04-04 15:35:23,เราควรเรียนต่อมั้ย 
2768,ในขณะที่นักเรียนม.6โรงเรียนอื่นได้อ่านหนังสือได้ติวได้สอบแบบตั้งใจโรงเรียนกูยังสั่งงานไม่หยุดแก้งานเก่งงงงงงนัมเบอร์วันนะน้องนะ สอบแล้วก็ยังต้องนั่งปั่นงาน!!ดอกทอง!! #การศึกษาฆ่าฉัน #โรงเรียนดังย่านคูเมือง,2021-04-04 16:15:49,ในขณะที่นักเรียนม 6โรงเรียนอื่นได้อ่านหนังสือได้ติวได้สอบแบบตั้งใจโรงเรียนกูยังสั่งงานไม่หยุดแก้งานเก่งงงงงงนัมเบอร์วันนะน้องนะ สอบแล้วก็ยังต้องนั่งปั่นงาน  ดอกทอง  
2769,"เมื่อไหร่จะเข้าใจสักทีว่าเด็กแต่ละคนมันต่างกัน คนนะไม่ใช่หุ่นยนต์ที่วางโปรแกรมได้เหมือนๆกันหมด ทำไม่ได้ก็คือทำไม่ได้ให้แก้งานจนมือหงิกกูก็ทำไม่ได้ กูโง่สมองกูไม่รับ กูผิดอะไร ทำแบบนี้กันมากี่ปีแล้วมันดีขึ้นบ้างมั๊ย ฝืนทำไมอะงง
#การศึกษาไทย #การศึกษาฆ่าฉัน #โรงเรียนดังย่านคูเมือง",2021-04-04 16:22:38,เมื่อไหร่จะเข้าใจสักทีว่าเด็กแต่ละคนมันต่างกัน คนนะไม่ใช่หุ่นยนต์ที่วางโปรแกรมได้เหมือนๆกันหมด ทำไม่ได้ก็คือทำไม่ได้ให้แก้งานจนมือหงิกกูก็ทำไม่ได้ กูโง่สมองกูไม่รับ กูผิดอะไร ทำแบบนี้กันมากี่ปีแล้วมันดีขึ้นบ้างมั๊ย ฝืนทำไมอะงง
2770,"-คิดยังไงกับครูที่ตะโกนด่าเด็กต่อหน้าผู้ปกครองคะ? 
#การศึกษาไทย",2021-04-04 17:59:39, คิดยังไงกับครูที่ตะโกนด่าเด็กต่อหน้าผู้ปกครองคะ 
2771,@KATELYNisViolet @ployeb แทนที่ ส.ส. #การศึกษาฆ่าฉัน จะด่านิติบุคคลหมู่บ้านซึ่งเป็นเอกชนว่าทำไมไม่ทำระบบรับชำระเราชนะ ก็กลัว #Sansiri ด่า,2021-04-05 01:23:48,แทนที่ ส ส  จะด่านิติบุคคลหมู่บ้านซึ่งเป็นเอกชนว่าทำไมไม่ทำระบบรับชำระเราชนะ ก็กลัว ด่า
2772,"@Supchai49717856 ใช่ๆเป็นครูยังไงอ่านชื่อเด็กไม่ถูกละชอบขู่เด็กให้เด็กกลัว #รร.สีม่วง
#ครูสอนภาษาไทยมัธยม #การศึกษาไทย #ครูไทย",2021-04-05 02:29:19,ใช่ๆเป็นครูยังไงอ่านชื่อเด็กไม่ถูกละชอบขู่เด็กให้เด็กกลัว
2773,"เเม่: ทำไมยิ่งเรียนยิ่งโง่ล่ะลูก 
&gt;ก็นั่นน่ะสิเเม่
&gt;เอาจริงๆหนูก็โง่ตั้งนานเเล้วนะ

#การศึกษาฆ่าฉัน  #เรียน 
#โรคซึมเศร้า #ท้อ",2021-04-05 03:12:47,เเม่  ทำไมยิ่งเรียนยิ่งโง่ล่ะลูก     ก็นั่นน่ะสิเเม่     เอาจริงๆหนูก็โง่ตั้งนานเเล้วนะ
2774,เรารู้สึกเเย่มากที่เราขาดทำกิจกรรมเพราะติดสอบเเล้วอาจารย์ประจำสาขาสั่งลงโทษโดยการให้คัดข้อมูล 3 หน้ากระดาษเอสี่ 8 จบ ที่รู้สึกแย่มากตรงที่เรารู้สึกไม่ได้รับความยุติธรรม เหตุไหนการสอบถึงสำคัญน้อยกว่ากิจกรรม #การศึกษาฆ่าฉัน,2021-04-05 04:54:44,เรารู้สึกเเย่มากที่เราขาดทำกิจกรรมเพราะติดสอบเเล้วอาจารย์ประจำสาขาสั่งลงโทษโดยการให้คัดข้อมูล 3 หน้ากระดาษเอสี่ 8 จบ ที่รู้สึกแย่มากตรงที่เรารู้สึกไม่ได้รับความยุติธรรม เหตุไหนการสอบถึงสำคัญน้อยกว่ากิจกรรม
2775,ก็ไม่เข้าใจนะเสียค่าเทอมเป็น10000-20000 เพื่อมาโดนด่าหรอคะ?  #การศึกษาฆ่าฉัน  #การศึกษาไทย,2021-04-05 05:13:58,ก็ไม่เข้าใจนะเสียค่าเทอมเป็น10000 20000 เพื่อมาโดนด่าหรอคะ 
2776,ครูตรวจข้อสอบผิด #รรชื่อดังย่านไพศาล #การศึกษาไทย  #การศึกษาฆ่าฉัน,2021-04-05 06:14:13,ครูตรวจข้อสอบผิด
2777,"คือกูงงโรงเรียนน้องกูยังไม่ปิดเว้ย เเต่อาจารย์เเม่งประกาศบอกเด็กว่า ""ใครที่มีผปค.อยู่บ้านก็ไม่ต้องมารร.นะคะ ส่วนใครที่ไม่มีก็มา"" ปลูกฝังอะไรคะ ทีนี้ไม่ว่าจะน้องกู/เด็กคนอื่นที่มีผปค.ไม่ไปรร.จ้า มาพูดเเบบนี้น้องกูก็จำดิเเล้วต่อไปมันก็คงตอบกูด้วยคำพูดของอาจารย์อะหรอ #การศึกษาไทย",2021-04-05 06:25:32,คือกูงงโรงเรียนน้องกูยังไม่ปิดเว้ย เเต่อาจารย์เเม่งประกาศบอกเด็กว่า  ใครที่มีผปค อยู่บ้านก็ไม่ต้องมารร นะคะ ส่วนใครที่ไม่มีก็มา  ปลูกฝังอะไรคะ ทีนี้ไม่ว่าจะน้องกู เด็กคนอื่นที่มีผปค ไม่ไปรร จ้า มาพูดเเบบนี้น้องกูก็จำดิเเล้วต่อไปมันก็คงตอบกูด้วยคำพูดของอาจารย์อะหรอ
2778,The Active พาไปรู้จักชุมชนการเรียนรู้ “ก่อการครู 3 ภู Plus” กิจกรรมรวมหมู่ของครูก่อการคูณ ที่ อ.สีชมพู จ.ขอนแก่น กับแนวคิดขยายชุมชนการเรียนรู้จากระดับพื้นที่ 📌 ชมทาง Youtube : https://t.co/UeZ9o5MKwS และทาง https://t.co/u4rglYNZBk #การศึกษาไทย #ปฏิรูปการศึกษา #ก่อการครู,2021-04-05 09:24:01,The Ac ive พาไปรู้จักชุมชนการเรียนรู้  ก่อการครู 3 ภู Plus  กิจกรรมรวมหมู่ของครูก่อการคูณ ที่ อ สีชมพู จ ขอนแก่น กับแนวคิดขยายชุมชนการเรียนรู้จากระดับพื้นที่ 📌 ชมทาง You ube   และทาง
2779,คุณครูทำงานนร.หายแล้วบอกทำเด็กไม่มีความรับผิดชอบอันนี้นร.ผิดหรอคะ #การศึกษาฆ่าฉัน,2021-04-05 09:24:18,คุณครูทำงานนร หายแล้วบอกทำเด็กไม่มีความรับผิดชอบอันนี้นร ผิดหรอคะ
2780,"เรียนจนลืมฝัน U_U
#9วิชาสามัญ64 #ม33เรารักกัน #การศึกษาไทย #การศึกษาฆ่าฉัน #ONET #สอบ https://t.co/xfIIMdCm9h",2021-04-05 09:52:54,เรียนจนลืมฝัน U_U
2781,"โรงเรียนไม่จำเป็นต้องสร้างให้เด็กทุกคนเรียนเก่ง แต่ควรสร้างให้เด็กทุกคนเรียนรู้

#การศึกษาไทย",2021-04-05 09:55:27,โรงเรียนไม่จำเป็นต้องสร้างให้เด็กทุกคนเรียนเก่ง แต่ควรสร้างให้เด็กทุกคนเรียนรู้
2782,"ความพยายามของลูกสาวคนนี้ไม่มีค่าอะไรเลยหรอ
#การศึกษาฆ่าฉัน #โรคซึมเศร้า https://t.co/ffIJCrGLCQ",2021-04-05 10:09:09,ความพยายามของลูกสาวคนนี้ไม่มีค่าอะไรเลยหรอ
2783,เราขอระบายหน่อยค่ะ เราลงเลือกตั้งสภานักเรียนแล้วได้เป็นเราบอกว่าบ๊ายบายเพียงแค่นี้ มีครูท่านนึงเขาบอกว่าเราพูดไม่เหมาะสมแล้วบอกว่าตั้งชื่อพรรคอะไรก็ไม่รู้กับน้องห้องอื่นค่ะ ดูถูกและบูลลี่สุดๆ บอกให้เลือกพรรคอื่นที่มันดีกว่านี้หน่อยกับน้องๆดูอคติกับเรามากเลย #การศึกษาไทยฆ่าฉัน,2021-04-05 11:01:00,เราขอระบายหน่อยค่ะ เราลงเลือกตั้งสภานักเรียนแล้วได้เป็นเราบอกว่าบ๊ายบายเพียงแค่นี้ มีครูท่านนึงเขาบอกว่าเราพูดไม่เหมาะสมแล้วบอกว่าตั้งชื่อพรรคอะไรก็ไม่รู้กับน้องห้องอื่นค่ะ ดูถูกและบูลลี่สุดๆ บอกให้เลือกพรรคอื่นที่มันดีกว่านี้หน่อยกับน้องๆดูอคติกับเรามากเลย
2784,"กสศ.โชว์ผลงาน “ทุนนวัตกรรมสายอาชีพชั้นสูง” หลังนักศึกษาจบ ปวส. รุ่นแรก 1,106 คน 67% เกรดเฉลี่ย 3.00 ตอกย้ำ “โอกาสทางการศึกษา” เครื่องมือลดความเหลื่อมล้ำ พาครอบครัวหลุดพ้นความยากจน #เด็กยากจน #การศึกษา #TheActive
อ่านเพิ่มเติม : https://t.co/QA6CtuQ4zV
https://t.co/rgnSx5gmmh",2021-04-05 11:31:16,กสศ โชว์ผลงาน  ทุนนวัตกรรมสายอาชีพชั้นสูง  หลังนักศึกษาจบ ปวส  รุ่นแรก 1 106 คน 67% เกรดเฉลี่ย 3 00 ตอกย้ำ  โอกาสทางการศึกษา  เครื่องมือลดความเหลื่อมล้ำ พาครอบครัวหลุดพ้นความยากจน อ่านเพิ่มเติม  
2785,"#การศึกษาฆ่าฉัน
เกรดเเต่ละวิชากว่าจะได้มันมามันยากนะคะ​ หนูก็พยายามเท่าที่เด็กคนนึงจะทำได้เเล้ว​ เลิกเอาเกรดมาวัดเด็กว่าเก่งหรือไม่เก่ง​เพราะเกรด จะได้ไหมคะ",2021-04-05 11:52:16,เกรดเเต่ละวิชากว่าจะได้มันมามันยากนะคะ  หนูก็พยายามเท่าที่เด็กคนนึงจะทำได้เเล้ว  เลิกเอาเกรดมาวัดเด็กว่าเก่งหรือไม่เก่ง เพราะเกรด จะได้ไหมคะ
