category,user,id,description,verified,created_at,location,favourites,retweets,entities
pos,Michael37458614,1381221623802458118,"น่าชื่นชม : คุณครูแบ่งเงินเพื่อซื้ออุปกรณ์​การเรียนให้
น่าชื่นชม​กว่า : กระทรวงศึกษาธิการ​ออกเงินซื้ออุปกรณ์​การเรียนให้
#การศึกษาไทย https://t.co/hgIGHz1n1z",False,2021-04-11 12:24:31,"หนองคาย, ประเทศไทย",1095,3,"{'hashtags': [{'text': 'การศึกษาไทย', 'indices': [121, 133]}], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/hgIGHz1n1z', 'expanded_url': 'https://twitter.com/BadStudent_/status/1381202548132962308', 'display_url': 'twitter.com/BadStudent_/st…', 'indices': [134, 157]}]}"
neu,sja02Tua9NVf8aU,1381151616338784256,EP.5 อัพเดทเพิ่มค่ะ ตอนนี้มีพนักงานในโรงแรมติดโควิดและมีกลุ่มเสี่ยงหลายกลุ่มและเราเคยได้ไปอยู่ใกล้แล้พูดคุยกับกลุ่มเสี่ยงนั้น แต่ตอนนี้โรงแรมยังคงนิ่งเฉย HRไม่แจ้งอะไรให้นักศึกษาฝึกงานทราบ และเรามีโอกาสเป็นกลุ่มเสี่ยง #การศึกษา #COVID #โควิด19 #สังคมไทย,False,2021-04-11 07:46:20,,7,1,"{'hashtags': [{'text': 'การศึกษา', 'indices': [218, 227]}, {'text': 'COVID', 'indices': [228, 234]}, {'text': 'โควิด19', 'indices': [235, 243]}, {'text': 'สังคมไทย', 'indices': [244, 253]}], 'symbols': [], 'user_mentions': [], 'urls': []}"
pos,shelterofprep,1381094767849709568,นะครับ #การศึกษาฆ่าฉัน https://t.co/KwCzWWGr4B,False,2021-04-11 04:00:26,,8,0,"{'hashtags': [{'text': 'การศึกษาฆ่าฉัน', 'indices': [7, 22]}], 'symbols': [], 'user_mentions': [], 'urls': [], 'media': [{'id': 1381094761168134151, 'id_str': '1381094761168134151', 'indices': [23, 46], 'media_url': 'http://pbs.twimg.com/media/EyqiXjCUYAcrrY8.jpg', 'media_url_https': 'https://pbs.twimg.com/media/EyqiXjCUYAcrrY8.jpg', 'url': 'https://t.co/KwCzWWGr4B', 'display_url': 'pic.twitter.com/KwCzWWGr4B', 'expanded_url': 'https://twitter.com/shelterofprep/status/1381094767849709568/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'small': {'w': 675, 'h': 680, 'resize': 'fit'}, 'medium': {'w': 683, 'h': 688, 'resize': 'fit'}, 'large': {'w': 683, 'h': 688, 'resize': 'fit'}}}]}"
neu,AST_thofficial,1381743267826442242,"กฎระเบียบควรให้ความสำคัญกับอะไรที่สุด

---
#ความล้มเหลวของการศึกษาไทย 
#การศึกษาฆ่าฉัน",False,2021-04-12 22:57:21,,44,1,"{'hashtags': [{'text': 'ความล้มเหลวของการศึกษาไทย', 'indices': [43, 69]}, {'text': 'การศึกษาฆ่าฉัน', 'indices': [71, 86]}], 'symbols': [], 'user_mentions': [], 'urls': []}"
pos,yousocutebaby,1381695198082723841,พี่ๆใครมีหนังสือ gat อ.ขลุ่ย หรือของอะไรก็ได้ปล่อยต่อถูกๆบ้างงับ #dek65 #dek64 #การศึกษาไทย,False,2021-04-12 19:46:20,,4,0,"{'hashtags': [{'text': 'dek65', 'indices': [65, 71]}, {'text': 'dek64', 'indices': [72, 78]}, {'text': 'การศึกษาไทย', 'indices': [79, 91]}], 'symbols': [], 'user_mentions': [], 'urls': []}"
pos,Lion87428465,1381636320288669698,การแก้ปัญหาของการสอบออนไลน์แต่กลัวเด็กลอกกันคือการให้ข้อสอบเยอะๆเวลาน้อยๆ เปิดกล้อง1เครื่องทำข้อสอบอีก1เครื่อง แก้ได้ดี #การศึกษาฆ่าฉัน,False,2021-04-12 15:52:22,,753,0,"{'hashtags': [{'text': 'การศึกษาฆ่าฉัน', 'indices': [120, 135]}], 'symbols': [], 'user_mentions': [], 'urls': []}"
neg,SoraeirN,1381633153534623746,ดีจริงๆ เรียนมาเป็นปี เสือกปิดเทอมไม่ถึงครึ่งปี ดีจริงๆ #ความล้มเหลวของการศึกษาไทย,False,2021-04-12 15:39:47,,579,0,"{'hashtags': [{'text': 'ความล้มเหลวของการศึกษาไทย', 'indices': [56, 82]}], 'symbols': [], 'user_mentions': [], 'urls': []}"
neu,benxiz,1381628672117858314,เปิดสมุดพกเจอ งงทำไมกูต้องลดการเล่นกับผญ #การศึกษาไทย https://t.co/kHDc9TIsfA,False,2021-04-12 15:21:59,,4736,1,"{'hashtags': [{'text': 'การศึกษาไทย', 'indices': [41, 53]}], 'symbols': [], 'user_mentions': [], 'urls': [], 'media': [{'id': 1381628650806636546, 'id_str': '1381628650806636546', 'indices': [54, 77], 'media_url': 'http://pbs.twimg.com/ext_tw_video_thumb/1381628650806636546/pu/img/HF5rv6TfzWMxMD5t.jpg', 'media_url_https': 'https://pbs.twimg.com/ext_tw_video_thumb/1381628650806636546/pu/img/HF5rv6TfzWMxMD5t.jpg', 'url': 'https://t.co/kHDc9TIsfA', 'display_url': 'pic.twitter.com/kHDc9TIsfA', 'expanded_url': 'https://twitter.com/benxiz/status/1381628672117858314/video/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'small': {'w': 383, 'h': 680, 'resize': 'fit'}, 'large': {'w': 720, 'h': 1280, 'resize': 'fit'}, 'medium': {'w': 675, 'h': 1200, 'resize': 'fit'}}}]}"
neu,4TZWSGuqKEzEezn,1381627854962581506,"เเล้วคือผชในห้องไม่ทำกิจกรรมไม่ส่งงานได้4เราที่ทำทุกอย่างได้2ทั้งที้ราก็มั่งใจว่าได้คะเเนนเยอะ
ปล.ครูเป็นกะเทย#ครูเหี้ย#ครูพิจารณาจากอะไร
#การศึกษาไทย",False,2021-04-12 15:18:44,,17,0,"{'hashtags': [{'text': 'การศึกษาไทย', 'indices': [138, 150]}], 'symbols': [], 'user_mentions': [], 'urls': []}"
neu,beam1743,1381616087381417984,"ภาคีนิสิต-นักศึกษาครู จะเกิดขึ้นจริงได้ไหม???

ขอเชิญนิสิต-นักศึกษาครูจากทั่วประเทศและผู้ที่ต้องการปฏิรูปการศึกษาทุกคนร่วมภาคีไปพร้อมกับเรา
โปรดรอติดตามสิ่งที่จะเกิดขึ้น เร็ว ๆ นี้

#Dek64 #dek65 #การศึกษาไทย https://t.co/KueFLTAhuq",False,2021-04-12 14:31:59,bangkok,2739,3,"{'hashtags': [{'text': 'Dek64', 'indices': [182, 188]}, {'text': 'dek65', 'indices': [189, 195]}, {'text': 'การศึกษาไทย', 'indices': [196, 208]}], 'symbols': [], 'user_mentions': [], 'urls': [], 'media': [{'id': 1381616081610022913, 'id_str': '1381616081610022913', 'indices': [209, 232], 'media_url': 'http://pbs.twimg.com/media/Eyx8gZBVIAESC_U.jpg', 'media_url_https': 'https://pbs.twimg.com/media/Eyx8gZBVIAESC_U.jpg', 'url': 'https://t.co/KueFLTAhuq', 'display_url': 'pic.twitter.com/KueFLTAhuq', 'expanded_url': 'https://twitter.com/beam1743/status/1381616087381417984/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 1200, 'h': 1200, 'resize': 'fit'}, 'large': {'w': 1920, 'h': 1920, 'resize': 'fit'}, 'small': {'w': 680, 'h': 680, 'resize': 'fit'}}}]}"
neu,burapanews,1381590087427706891,"ปัญหาความเหลี่ยมล้ำทาง #การศึกษาไทย  เป็นปัญหาที่เกิดมานานกว่า 20 ปี

ความเหลื่อมล้ำ เป็นปัญหาที่ฉุดรั้งคุณภาพของระบบการศึกษาไทยมานานกว่า 20 ปี ปัจจุบันไทยมีโรงเรียนขนาดเล็ก 12,000 แห่ง ที่ครูไม่ครบชั้น มีนักเรียนชั้นอนุบาล 1 ถึง ม.6 กว่า 3.2 ล้านคน ที่ขาดแคลนหนังสือเรียน https://t.co/RsCYwNQ51I",False,2021-04-12 12:48:40,,29,0,"{'hashtags': [{'text': 'การศึกษาไทย', 'indices': [23, 35]}], 'symbols': [], 'user_mentions': [], 'urls': [], 'media': [{'id': 1381590068716953600, 'id_str': '1381590068716953600', 'indices': [273, 296], 'media_url': 'http://pbs.twimg.com/media/Eyxk2PcU4AAaJWg.png', 'media_url_https': 'https://pbs.twimg.com/media/Eyxk2PcU4AAaJWg.png', 'url': 'https://t.co/RsCYwNQ51I', 'display_url': 'pic.twitter.com/RsCYwNQ51I', 'expanded_url': 'https://twitter.com/burapanews/status/1381590087427706891/photo/1', 'type': 'photo', 'sizes': {'small': {'w': 500, 'h': 260, 'resize': 'fit'}, 'large': {'w': 500, 'h': 260, 'resize': 'fit'}, 'medium': {'w': 500, 'h': 260, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}}}]}"
neg,Y1303S,1381579712149905409,ม.6ติด ร ชุมนุม ทั้งๆที่เทอม2ไม่ได้เปิดชุมนุมให้เรียน นี่กูต้องโทษอะไร   เเล้วยังมาบอกให้ไปติดต่อเเก้ เเก้กับผีน่ะสิ ให้เกรดมั่ว1000ครั้ง ปลดล็อคสกิลจากเงินเดือนเป็นทองคำเเท่งหรอ #การศึกษาไทย  #Dek64,False,2021-04-12 12:07:26,,5142,0,"{'hashtags': [{'text': 'การศึกษาไทย', 'indices': [179, 191]}, {'text': 'Dek64', 'indices': [193, 199]}], 'symbols': [], 'user_mentions': [], 'urls': []}"
neu,imthiraphat,1381557531621777416,"ไปเจอมาในtiktok คือเซฟไว้นานมากตั้งแต่ปีที่เเล้ว อยากให้ลองฟังคลิปนี้ดูนะครับ ""การศึกษาไทยยังคงใช้ระบบเดียวในการตัดสินว่าเด็กคนหนึ่งโง่หรือฉลาด วัดเขาที่เกรด"" #การศึกษาไทย https://t.co/6KCm2WbJSx",False,2021-04-12 10:39:18,,498,0,"{'hashtags': [{'text': 'การศึกษาไทย', 'indices': [159, 171]}], 'symbols': [], 'user_mentions': [], 'urls': [], 'media': [{'id': 1381557491981426690, 'id_str': '1381557491981426690', 'indices': [172, 195], 'media_url': 'http://pbs.twimg.com/ext_tw_video_thumb/1381557491981426690/pu/img/0f5Dxl8QUF0lmkV_.jpg', 'media_url_https': 'https://pbs.twimg.com/ext_tw_video_thumb/1381557491981426690/pu/img/0f5Dxl8QUF0lmkV_.jpg', 'url': 'https://t.co/6KCm2WbJSx', 'display_url': 'pic.twitter.com/6KCm2WbJSx', 'expanded_url': 'https://twitter.com/imthiraphat/status/1381557531621777416/video/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 960, 'h': 540, 'resize': 'fit'}, 'small': {'w': 680, 'h': 383, 'resize': 'fit'}, 'large': {'w': 960, 'h': 540, 'resize': 'fit'}}}]}"
neu,TidaYingcharoen,1381539685235712000,4 วาระเร่งด่วนไปถึงไหนแล้วคะ #การศึกษาไทย https://t.co/ESLA6USY8T https://t.co/CNTDjHaD9g,False,2021-04-12 09:28:23,"Bangkok, Thailand",36,0,"{'hashtags': [{'text': 'การศึกษาไทย', 'indices': [29, 41]}], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/ESLA6USY8T', 'expanded_url': 'https://twitter.com/tpagon/status/1381225195621347329', 'display_url': 'twitter.com/tpagon/status/…', 'indices': [42, 65]}], 'media': [{'id': 1381539679808278532, 'id_str': '1381539679808278532', 'indices': [66, 89], 'media_url': 'http://pbs.twimg.com/media/Eyw3BOIUUAQ3NcW.jpg', 'media_url_https': 'https://pbs.twimg.com/media/Eyw3BOIUUAQ3NcW.jpg', 'url': 'https://t.co/CNTDjHaD9g', 'display_url': 'pic.twitter.com/CNTDjHaD9g', 'expanded_url': 'https://twitter.com/TidaYingcharoen/status/1381539685235712000/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'large': {'w': 2048, 'h': 1536, 'resize': 'fit'}, 'small': {'w': 680, 'h': 510, 'resize': 'fit'}, 'medium': {'w': 1200, 'h': 900, 'resize': 'fit'}}}]}"
neu,sathani_Sri,1381535767449595908,"เด็กดีของครูมักเป็นเด็กสายเรียนโดยเฉพาะวิทย์-คณิตแต่เอาเถอะสายศิลป์ถ้าเก่งจริง ครูยังส่งไปแข่งพอให้โรงเรียนได้หน้า ส่วนพวกเล่นเกมแม้จะเป็นมือวางอันดับหนึ่งหรือลีดกีตาร์ได้เจ๋งกว่าใครในชั้น ไม่มีครูคนไหนชื่นชม #ไร้ตัวตน 
#การศึกษาไทย 
#ทำไมเด็กไทยมีสิทธิเลือกแค่วิทย์กับศิลป์ https://t.co/wr98PTi5sc",False,2021-04-12 09:12:49,,20,1,"{'hashtags': [{'text': 'ไร้ตัวตน', 'indices': [209, 218]}, {'text': 'การศึกษาไทย', 'indices': [220, 232]}, {'text': 'ทำไมเด็กไทยมีสิทธิเลือกแค่วิทย์กับศิลป์', 'indices': [234, 274]}], 'symbols': [], 'user_mentions': [], 'urls': [], 'media': [{'id': 1381535755508445185, 'id_str': '1381535755508445185', 'indices': [275, 298], 'media_url': 'http://pbs.twimg.com/media/Eywzcy-U8AEBoEQ.jpg', 'media_url_https': 'https://pbs.twimg.com/media/Eywzcy-U8AEBoEQ.jpg', 'url': 'https://t.co/wr98PTi5sc', 'display_url': 'pic.twitter.com/wr98PTi5sc', 'expanded_url': 'https://twitter.com/sathani_Sri/status/1381535767449595908/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 1200, 'h': 675, 'resize': 'fit'}, 'large': {'w': 2048, 'h': 1152, 'resize': 'fit'}, 'small': {'w': 680, 'h': 383, 'resize': 'fit'}}}]}"
neu,kkewalyn,1381529865308934149,": อายเพื่อนมั้ย
: หมดกลจจะส่งเรียนแล้ว
: ยิ่งเรียนยิ่งต่ำลงๆ
นี่หรอคำให้กำลังใจ #การศึกษาไทย",False,2021-04-12 08:49:22,,9,1,"{'hashtags': [{'text': 'การศึกษาไทย', 'indices': [80, 92]}], 'symbols': [], 'user_mentions': [], 'urls': []}"
neu,kkewalyn,1381528927865167879,เป็นลูกที่ดีต้องสอบเข้าห้องดีๆให้ได้ ความคิดของคนเป็นพ่อแม่คือแบบนี้หรอ การศึกษาไทยทำให้ความคิดคนเป็นลบมากงง #การศึกษาไทย,False,2021-04-12 08:45:38,,9,0,"{'hashtags': [{'text': 'การศึกษาไทย', 'indices': [109, 121]}], 'symbols': [], 'user_mentions': [], 'urls': []}"
neu,amarintvhd,1381527950885941250,"ตรีนุช เทียนทอง ลั่นแก้เหลื่อมล้ำการศึกษา หลังดราม่าแชร์ข่าวครูซื้อคอมให้นักเรียน 

#AmarinTV34 #อมรินทร์ทีวีเอชดีช่อง34 #AmarinNews #ตรีนุชเทียนทอง #ตรีนุช #การศึกษา #กระทรวงการศึกษา #เหลื่อมล้ำ #โรงเรียน #ครู #นักเรียน

https://t.co/7FvzWIH4Xl",False,2021-04-12 08:41:45,,195,3,"{'hashtags': [{'text': 'AmarinTV34', 'indices': [84, 95]}, {'text': 'อมรินทร์ทีวีเอชดีช่อง34', 'indices': [96, 120]}, {'text': 'AmarinNews', 'indices': [121, 132]}, {'text': 'ตรีนุชเทียนทอง', 'indices': [133, 148]}, {'text': 'ตรีนุช', 'indices': [149, 156]}, {'text': 'การศึกษา', 'indices': [157, 166]}, {'text': 'กระทรวงการศึกษา', 'indices': [167, 183]}, {'text': 'เหลื่อมล้ำ', 'indices': [184, 195]}, {'text': 'โรงเรียน', 'indices': [196, 205]}, {'text': 'ครู', 'indices': [206, 210]}, {'text': 'นักเรียน', 'indices': [211, 220]}], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/7FvzWIH4Xl', 'expanded_url': 'https://www.amarintv.com/news/detail/74839', 'display_url': 'amarintv.com/news/detail/74…', 'indices': [222, 245]}]}"
neg,Z0Nyx,1381508479320420353,จะเอายังไงกับการบริหารของโรงเรียนของเราดี กับอีแค่เเ็กไปเย็บเสื้อเองหาผ้าเองมันผิดขนาดนั้นเลยหรอ เพราะเสื้อของโรงเรียนที่ทำให้มันด้อยคุณภาพ มีปัญหาหลายครั้งละนะไม่ใช่แค่เรื่องนี้ #การศึกษาไทย #ธุรกิจการศึกษา​ #การศึกษา​ฆ่าฉัน,False,2021-04-12 07:24:23,,927,1,"{'hashtags': [{'text': 'การศึกษาไทย', 'indices': [179, 191]}, {'text': 'ธุรกิจการศึกษา', 'indices': [192, 207]}, {'text': 'การศึกษา', 'indices': [209, 218]}], 'symbols': [], 'user_mentions': [], 'urls': []}"
neu,SopaMINT,1381488336162877445,อวยเคสซื้อโน้ตบุค ......ไม่อวยยศกันตั้งแต่หาผ้าป่าสร้างอาคาร หาเงินจ้างครู ครูวิ่งหาทุนลงรร.ให้เด็ก จะจัดกิจกรรมก็เข้าหาสปอนเซอร์มาลง อวยให้หมดให้ตีแผ่สิ่งดีดีสู่สังคม งบประมาณมันลงรร.กันยังไงนะ #การศึกษาไทย,False,2021-04-12 06:04:20,Thailand,2551,0,"{'hashtags': [{'text': 'การศึกษาไทย', 'indices': [195, 207]}], 'symbols': [], 'user_mentions': [], 'urls': []}"
neu,ld_marc,1381434528103682050,จริง normalizeและromanticizeเรื่องพวกนี้เข้าไปอยู่นั่น ถามว่าหน้าที่ใครก่อน ครูทำงานอย่างเหนื่อย เสียสละได้นะ แต่ต้องไม่ใช่ทุกโอกาส อาจจะเป็นการเสียสละเรื่องเล็กน้อย แค่ลำพังครูก็เสียสละเวลาและตนเองมากพอแล้ว เงินเดือนก็น้อย เป็นครูนี่เหนื่อยนะ #การศึกษาไทย #นักเรียนเลว https://t.co/9nw9QRvp5W,False,2021-04-12 02:30:31,,3455,2,"{'hashtags': [{'text': 'การศึกษาไทย', 'indices': [244, 256]}, {'text': 'นักเรียนเลว', 'indices': [257, 269]}], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/9nw9QRvp5W', 'expanded_url': 'https://twitter.com/BadStudent_/status/1381202548132962308', 'display_url': 'twitter.com/BadStudent_/st…', 'indices': [270, 293]}]}"
neu,brownm_ili,1381417367855505410,"คืออะไรอ่ะ ครูหางานเด็กไม่เจอเอง ทั้งที่ส่งไปแล้ว แล้วบอกเด็กไม่ส่งงาน ไม่กรอกคะแนนช่องนั้นให้+ลดคะแนนพฤติกรรม  พอไปบอกว่าส่งแล้ว ครุแก้คะแนนช่องที่ไม่มีให้ แต่ครูแก้คะแนนพฤติกรรมให้ไม่ได้ เพราะระบบปิดเเล้วแล้วเกรดได้แค่นั้น นี่คือความผิดใครล่ะ
#การศึกษาไทย",False,2021-04-12 01:22:20,,1033,0,"{'hashtags': [{'text': 'การศึกษาไทย', 'indices': [245, 257]}], 'symbols': [], 'user_mentions': [], 'urls': []}"
neg,rPMb9mRoMPjgmsM,1382033117725093890,อ่ะต่อ เเล้วครูที่ประจานเด็กอ่ะคุณพรี่เคยคิดถึงความรู้สึกเด็กบ้างป่ะคือมันไม่ได้เว้ยไม่ได้เเบบไม่ได้เลยการศึกษาไทยมันเเย่จริงๆ #การศึกษาไทย #คุณกลัวเสียหน้าเเต่เราเสียเพื่อน,False,2021-04-13 18:09:06,,0,1,"{'hashtags': [{'text': 'การศึกษาไทย', 'indices': [127, 139]}, {'text': 'คุณกลัวเสียหน้าเเต่เราเสียเพื่อน', 'indices': [140, 173]}], 'symbols': [], 'user_mentions': [], 'urls': []}"
neg,jom_homteppzaa,1382029981279166465,#การศึกษาไทย กุเป็นหนักขนาดนี้เลยหรอวะ ทำไมแต่ก่อนกูเครียดขนาดนี้อะ อึ้งว่ะ สงสารอีเด็กเหี้ยนี่จัง https://t.co/HE3A24wU0F,False,2021-04-13 17:56:39,,554,0,"{'hashtags': [{'text': 'การศึกษาไทย', 'indices': [0, 12]}], 'symbols': [], 'user_mentions': [], 'urls': [], 'media': [{'id': 1382029977688829952, 'id_str': '1382029977688829952', 'indices': [99, 122], 'media_url': 'http://pbs.twimg.com/media/Ey308UEVcAA2Lpl.jpg', 'media_url_https': 'https://pbs.twimg.com/media/Ey308UEVcAA2Lpl.jpg', 'url': 'https://t.co/HE3A24wU0F', 'display_url': 'pic.twitter.com/HE3A24wU0F', 'expanded_url': 'https://twitter.com/jom_homteppzaa/status/1382029981279166465/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'small': {'w': 306, 'h': 680, 'resize': 'fit'}, 'large': {'w': 720, 'h': 1600, 'resize': 'fit'}, 'medium': {'w': 540, 'h': 1200, 'resize': 'fit'}}}]}"
neu,fangphit,1382016728889090048,โปรเจคและงานเยอะมากๆ #การศึกษา,False,2021-04-13 17:03:59,,11116,0,"{'hashtags': [{'text': 'การศึกษา', 'indices': [21, 30]}], 'symbols': [], 'user_mentions': [], 'urls': []}"
neu,Vallldia,1382006630833790977,ไปเจอชีสแบบฝึกหัดตอนป.2มา แล้วนั่งอ่านคือตอนนั้นกูตอบไปได้ไงวะ เด็กผู้หญิงไม่ควรพูด สวัสดีครับ งี้อ่อ เด็กผู้ชายไม่ควรใช้ โบผูกผม งี้ หรอคะ #การศึกษาไทย #LGBTQ https://t.co/DBli3nbl3C,False,2021-04-13 16:23:51,,1509,0,"{'hashtags': [{'text': 'การศึกษาไทย', 'indices': [140, 152]}, {'text': 'LGBTQ', 'indices': [153, 159]}], 'symbols': [], 'user_mentions': [], 'urls': [], 'media': [{'id': 1382006620029214722, 'id_str': '1382006620029214722', 'indices': [160, 183], 'media_url': 'http://pbs.twimg.com/media/Ey3fsuAUYAI3Fb3.jpg', 'media_url_https': 'https://pbs.twimg.com/media/Ey3fsuAUYAI3Fb3.jpg', 'url': 'https://t.co/DBli3nbl3C', 'display_url': 'pic.twitter.com/DBli3nbl3C', 'expanded_url': 'https://twitter.com/Vallldia/status/1382006630833790977/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'large': {'w': 1536, 'h': 2048, 'resize': 'fit'}, 'medium': {'w': 900, 'h': 1200, 'resize': 'fit'}, 'small': {'w': 510, 'h': 680, 'resize': 'fit'}}}]}"
neu,SskyTpst,1382000120707702784,ขอถามหน่อยครับ คำว่า การศึกษา มันหมายถึงอะไรสำหรับทุกคน สำหรับผมมันคือสิ่งที่เราต้องมีไว้ตั้งแต่เราเริ่มเรียนรู้ได้ด้วยตัวเองทั้งในและนอกสถานศึกษา การใช้ชีวิตในแต่ละวันก็ถือเป็นการเรียนรู้ของผม แต่พอมาเจอโควิดบวกกับมีนายกที่ไม่ค่อยให้ความสำคัญกับการศึกษา ก็เฟลไปหมด #การศึกษาไทย,False,2021-04-13 15:57:59,,16,0,"{'hashtags': [{'text': 'การศึกษาไทย', 'indices': [266, 278]}], 'symbols': [], 'user_mentions': [], 'urls': []}"
neu,murderpussybyme,1381963247918612485,เเด่ #การศึกษาไทย https://t.co/LpxslFXhOd,False,2021-04-13 13:31:28,,5362,0,"{'hashtags': [{'text': 'การศึกษาไทย', 'indices': [5, 17]}], 'symbols': [], 'user_mentions': [], 'urls': [], 'media': [{'id': 1381963185859620878, 'id_str': '1381963185859620878', 'indices': [18, 41], 'media_url': 'http://pbs.twimg.com/ext_tw_video_thumb/1381963185859620878/pu/img/V5vXHiZpFEypoQmk.jpg', 'media_url_https': 'https://pbs.twimg.com/ext_tw_video_thumb/1381963185859620878/pu/img/V5vXHiZpFEypoQmk.jpg', 'url': 'https://t.co/LpxslFXhOd', 'display_url': 'pic.twitter.com/LpxslFXhOd', 'expanded_url': 'https://twitter.com/murderpussybyme/status/1381963247918612485/video/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 1200, 'h': 675, 'resize': 'fit'}, 'small': {'w': 680, 'h': 383, 'resize': 'fit'}, 'large': {'w': 1280, 'h': 720, 'resize': 'fit'}}}]}"
neu,kandainthai,1381944882319781889,ถูกต้อง แม้เป็นแรงงานมีทักษะก็ยังเป็นแรงงาน  บางคนกลายเป็นผู้บริหารสถานศึกษา  แต่ก็ยังเป็นแรงงาน ไม่ใช่นายทุน ในไทยผู้บริหารสถานศึกษาอาจวาดฝันว่าตนมียศถาบรรดาศักดิ์  แต่ที่เมกาอาจารย์ที่มีตำแหน่งบริหารอยู่ในที่แจ้งและโดนวิพากษ์วิจารณ์นะ  #การศึกษา https://t.co/tkiWwiTWYJ,False,2021-04-13 12:18:29,,14221,38,"{'hashtags': [{'text': 'การศึกษา', 'indices': [238, 247]}], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/tkiWwiTWYJ', 'expanded_url': 'https://twitter.com/krutewly/status/1381804665457668098', 'display_url': 'twitter.com/krutewly/statu…', 'indices': [248, 271]}]}"
neg,jrxazimzalabimz,1381932320999895041,#การศึกษาไทย  อีกอย่างนึงเลยเวลามีสอบครูคุมสอบชอบแบบว่าคุยกันเสียงดังมาก แล้วแบบ ไม่มีสมาธิในการทำข้อสอบเลยยยยยย ขอร้องคุณครูได้มั้ยคะ บางทีสอบมันก็คือสอบนะคะ สอบต้องการสมาธิค่ะ เสียสมาธิ=เสียเวลาทำข้อสอบนะคะ,False,2021-04-13 11:28:35,,3936,0,"{'hashtags': [{'text': 'การศึกษาไทย', 'indices': [0, 12]}], 'symbols': [], 'user_mentions': [], 'urls': []}"
neg,UFzgQmhO2cDQPj2,1381868700735655937,เด็กต่างชาติ10-15ใช้ชีวิตวัยรุ่นกับเพื่อนแบบคุ้มชีวิตที่เกิดมา ส่วนเด็กไทย10-15เครียดกับเกรดกับการสอบเข้าจนเป็นซึมเศร้าฆ่าตัวตาย #การศึกษาฆ่าฉัน #การศึกษาไทย,False,2021-04-13 07:15:46,,11,2,"{'hashtags': [{'text': 'การศึกษาฆ่าฉัน', 'indices': [129, 144]}, {'text': 'การศึกษาไทย', 'indices': [145, 157]}], 'symbols': [], 'user_mentions': [], 'urls': []}"
