,user,id,description,verified,created_at,location,favourites,retweets,entities
922,khxprch,1419863949885853701,"ในขณะที่ราชภัฏอื่นลด50%ไปแล้ว
มอดิฉันรอผลพิจารณาจากคณะรัฐมนตรี และใช่ค่ะนศษ.รอผลมา3วันเเล้ว...
#ลดค่าเทอม #การศึกษาไทย",False,2021-07-27 03:35:20,"เชียงใหม่, ประเทศไทย",5,2,"{'hashtags': [{'text': 'ลดค่าเทอม', 'indices': [95, 105]}, {'text': 'การศึกษาไทย', 'indices': [106, 118]}], 'symbols': [], 'user_mentions': [], 'urls': []}"
923,khxprch,1419863949885853701,"ในขณะที่ราชภัฏอื่นลด50%ไปแล้ว
มอดิฉันรอผลพิจารณาจากคณะรัฐมนตรี และใช่ค่ะนศษ.รอผลมา3วันเเล้ว...
#ลดค่าเทอม #การศึกษาไทย",False,2021-07-27 03:35:20,"เชียงใหม่, ประเทศไทย",5,2,"{'hashtags': [{'text': 'ลดค่าเทอม', 'indices': [95, 105]}, {'text': 'การศึกษาไทย', 'indices': [106, 118]}], 'symbols': [], 'user_mentions': [], 'urls': []}"
924,WclprB06DUhkCQF,1419871501147271168,"วิลัยเหี้ยๆแบบนี้เลิกหลอกชาวบ้านได้แล้วนะเปลื่ยนชื่อสาขาแล้วตัวเองดันพูดเต็มปากมาว่าเป็นสาขาสื่อแต่ที่เรียนมาคือไม่ใช่เลย..เหมือนตอนนี้มาเป็นควายให้โดนหลอกอ่ะ..อย่าเห็นแกตัวให้มากนะครับอาจารย์
#การศึกษาไทยส้นตีน #การศึกษาฆ่าฉัน",False,2021-07-27 04:05:20,,2,1,"{'hashtags': [{'text': 'การศึกษาไทยส้นตีน', 'indices': [193, 211]}, {'text': 'การศึกษาฆ่าฉัน', 'indices': [212, 227]}], 'symbols': [], 'user_mentions': [], 'urls': []}"
925,WclprB06DUhkCQF,1419871501147271168,"วิลัยเหี้ยๆแบบนี้เลิกหลอกชาวบ้านได้แล้วนะเปลื่ยนชื่อสาขาแล้วตัวเองดันพูดเต็มปากมาว่าเป็นสาขาสื่อแต่ที่เรียนมาคือไม่ใช่เลย..เหมือนตอนนี้มาเป็นควายให้โดนหลอกอ่ะ..อย่าเห็นแกตัวให้มากนะครับอาจารย์
#การศึกษาไทยส้นตีน #การศึกษาฆ่าฉัน",False,2021-07-27 04:05:20,,3,1,"{'hashtags': [{'text': 'การศึกษาไทยส้นตีน', 'indices': [193, 211]}, {'text': 'การศึกษาฆ่าฉัน', 'indices': [212, 227]}], 'symbols': [], 'user_mentions': [], 'urls': []}"
926,singzxc15397,1419874046963982337,มีใครให้มากกว่ารร.เราอีกไหม(พร้อมตรวจคุณลักษณะด้วย!) #nnfact #ความล้มเหลวของการศึกษาไทย https://t.co/m7r283ml2o,False,2021-07-27 04:15:27,,5,0,"{'hashtags': [{'text': 'nnfact', 'indices': [53, 60]}, {'text': 'ความล้มเหลวของการศึกษาไทย', 'indices': [61, 87]}], 'symbols': [], 'user_mentions': [], 'urls': [], 'media': [{'id': 1419874043709124608, 'id_str': '1419874043709124608', 'indices': [88, 111], 'media_url': 'http://pbs.twimg.com/media/E7Rn64EUcAAzTb4.jpg', 'media_url_https': 'https://pbs.twimg.com/media/E7Rn64EUcAAzTb4.jpg', 'url': 'https://t.co/m7r283ml2o', 'display_url': 'pic.twitter.com/m7r283ml2o', 'expanded_url': 'https://twitter.com/singzxc15397/status/1419874046963982337/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 720, 'h': 437, 'resize': 'fit'}, 'small': {'w': 680, 'h': 413, 'resize': 'fit'}, 'large': {'w': 720, 'h': 437, 'resize': 'fit'}}}]}"
927,singzxc15397,1419874046963982337,มีใครให้มากกว่ารร.เราอีกไหม(พร้อมตรวจคุณลักษณะด้วย!) #nnfact #ความล้มเหลวของการศึกษาไทย https://t.co/m7r283ml2o,False,2021-07-27 04:15:27,,6,1,"{'hashtags': [{'text': 'nnfact', 'indices': [53, 60]}, {'text': 'ความล้มเหลวของการศึกษาไทย', 'indices': [61, 87]}], 'symbols': [], 'user_mentions': [], 'urls': [], 'media': [{'id': 1419874043709124608, 'id_str': '1419874043709124608', 'indices': [88, 111], 'media_url': 'http://pbs.twimg.com/media/E7Rn64EUcAAzTb4.jpg', 'media_url_https': 'https://pbs.twimg.com/media/E7Rn64EUcAAzTb4.jpg', 'url': 'https://t.co/m7r283ml2o', 'display_url': 'pic.twitter.com/m7r283ml2o', 'expanded_url': 'https://twitter.com/singzxc15397/status/1419874046963982337/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 720, 'h': 437, 'resize': 'fit'}, 'small': {'w': 680, 'h': 413, 'resize': 'fit'}, 'large': {'w': 720, 'h': 437, 'resize': 'fit'}}}]}"
928,Hyatt29694027,1419885997999878144,:การศึกษาไทย: ไม่สนว่าอาจารย์จะสอนไหวรึป่าว เด็กจะเรียนไหวรึป่าว แถมบางโรงเรียนต้องมาเรียนชดวันเสาร์ ทางเพจโรงเรียน บอกจะงดการบ้านวันนี้ถึงวันนี้ แต่บางอาจารย์ก็สั่งงานมา การศึกษาไทยไม่สนคำว่าเรียนไหวรึป่าว แต่ขอแค่ให้เรียนครบชั่วโมงที่กำหนด เห้อ #การศึกษาไทย,False,2021-07-27 05:02:56,,1,1,"{'hashtags': [{'text': 'การศึกษาไทย', 'indices': [247, 259]}], 'symbols': [], 'user_mentions': [], 'urls': []}"
929,Hyatt29694027,1419885997999878144,:การศึกษาไทย: ไม่สนว่าอาจารย์จะสอนไหวรึป่าว เด็กจะเรียนไหวรึป่าว แถมบางโรงเรียนต้องมาเรียนชดวันเสาร์ ทางเพจโรงเรียน บอกจะงดการบ้านวันนี้ถึงวันนี้ แต่บางอาจารย์ก็สั่งงานมา การศึกษาไทยไม่สนคำว่าเรียนไหวรึป่าว แต่ขอแค่ให้เรียนครบชั่วโมงที่กำหนด เห้อ #การศึกษาไทย,False,2021-07-27 05:02:56,,1,1,"{'hashtags': [{'text': 'การศึกษาไทย', 'indices': [247, 259]}], 'symbols': [], 'user_mentions': [], 'urls': []}"
930,AmSiri_SAU,1419888297204064256,"#การศึกษาฆ่าฉัน #การศึกษาไทยส้นตีน #การศึกษาไทย ทำไมอันดับบ๊วยขนาดนี้...
#ปฏิรูปการศึกษา 
ที่มา @UniofOxford @OxfordSBS https://t.co/i02MpDP1Iq",False,2021-07-27 05:12:04,,0,0,"{'hashtags': [{'text': 'การศึกษาฆ่าฉัน', 'indices': [0, 15]}, {'text': 'การศึกษาไทยส้นตีน', 'indices': [16, 34]}, {'text': 'การศึกษาไทย', 'indices': [35, 47]}, {'text': 'ปฏิรูปการศึกษา', 'indices': [73, 88]}], 'symbols': [], 'user_mentions': [{'screen_name': 'UniofOxford', 'name': 'University of Oxford', 'id': 48289662, 'id_str': '48289662', 'indices': [96, 108]}, {'screen_name': 'OxfordSBS', 'name': 'Saïd Business School', 'id': 32440356, 'id_str': '32440356', 'indices': [109, 119]}], 'urls': [], 'media': [{'id': 1419888200747651076, 'id_str': '1419888200747651076', 'indices': [120, 143], 'media_url': 'http://pbs.twimg.com/media/E7R0y7JVEAQlsl0.jpg', 'media_url_https': 'https://pbs.twimg.com/media/E7R0y7JVEAQlsl0.jpg', 'url': 'https://t.co/i02MpDP1Iq', 'display_url': 'pic.twitter.com/i02MpDP1Iq', 'expanded_url': 'https://twitter.com/AmSiri_SAU/status/1419888297204064256/photo/1', 'type': 'photo', 'sizes': {'medium': {'w': 1200, 'h': 675, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'small': {'w': 680, 'h': 383, 'resize': 'fit'}, 'large': {'w': 2048, 'h': 1152, 'resize': 'fit'}}}]}"
931,AmSiri_SAU,1419888297204064256,"#การศึกษาฆ่าฉัน #การศึกษาไทยส้นตีน #การศึกษาไทย ทำไมอันดับบ๊วยขนาดนี้...
#ปฏิรูปการศึกษา 
ที่มา @UniofOxford @OxfordSBS https://t.co/i02MpDP1Iq",False,2021-07-27 05:12:04,,0,0,"{'hashtags': [{'text': 'การศึกษาฆ่าฉัน', 'indices': [0, 15]}, {'text': 'การศึกษาไทยส้นตีน', 'indices': [16, 34]}, {'text': 'การศึกษาไทย', 'indices': [35, 47]}, {'text': 'ปฏิรูปการศึกษา', 'indices': [73, 88]}], 'symbols': [], 'user_mentions': [{'screen_name': 'UniofOxford', 'name': 'University of Oxford', 'id': 48289662, 'id_str': '48289662', 'indices': [96, 108]}, {'screen_name': 'OxfordSBS', 'name': 'Saïd Business School', 'id': 32440356, 'id_str': '32440356', 'indices': [109, 119]}], 'urls': [], 'media': [{'id': 1419888200747651076, 'id_str': '1419888200747651076', 'indices': [120, 143], 'media_url': 'http://pbs.twimg.com/media/E7R0y7JVEAQlsl0.jpg', 'media_url_https': 'https://pbs.twimg.com/media/E7R0y7JVEAQlsl0.jpg', 'url': 'https://t.co/i02MpDP1Iq', 'display_url': 'pic.twitter.com/i02MpDP1Iq', 'expanded_url': 'https://twitter.com/AmSiri_SAU/status/1419888297204064256/photo/1', 'type': 'photo', 'sizes': {'medium': {'w': 1200, 'h': 675, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'small': {'w': 680, 'h': 383, 'resize': 'fit'}, 'large': {'w': 2048, 'h': 1152, 'resize': 'fit'}}}]}"
932,Tuesday_Februar,1419891119974871049,พูดตรงๆก็เทคนิคสมุทรสาครอ่ะ #การศึกษาไทยส้นตีน #การศึกษาไทย https://t.co/c3kogNlGia,False,2021-07-27 05:23:17,,1,0,"{'hashtags': [{'text': 'การศึกษาไทยส้นตีน', 'indices': [28, 46]}, {'text': 'การศึกษาไทย', 'indices': [47, 59]}], 'symbols': [], 'user_mentions': [], 'urls': [], 'media': [{'id': 1419891116652908548, 'id_str': '1419891116652908548', 'indices': [60, 83], 'media_url': 'http://pbs.twimg.com/media/E7R3cpvUUAQlSaC.jpg', 'media_url_https': 'https://pbs.twimg.com/media/E7R3cpvUUAQlSaC.jpg', 'url': 'https://t.co/c3kogNlGia', 'display_url': 'pic.twitter.com/c3kogNlGia', 'expanded_url': 'https://twitter.com/Tuesday_Februar/status/1419891119974871049/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 602, 'h': 1200, 'resize': 'fit'}, 'large': {'w': 1027, 'h': 2048, 'resize': 'fit'}, 'small': {'w': 341, 'h': 680, 'resize': 'fit'}}}]}"
933,Tuesday_Februar,1419891119974871049,พูดตรงๆก็เทคนิคสมุทรสาครอ่ะ #การศึกษาไทยส้นตีน #การศึกษาไทย https://t.co/c3kogNlGia,False,2021-07-27 05:23:17,,1,0,"{'hashtags': [{'text': 'การศึกษาไทยส้นตีน', 'indices': [28, 46]}, {'text': 'การศึกษาไทย', 'indices': [47, 59]}], 'symbols': [], 'user_mentions': [], 'urls': [], 'media': [{'id': 1419891116652908548, 'id_str': '1419891116652908548', 'indices': [60, 83], 'media_url': 'http://pbs.twimg.com/media/E7R3cpvUUAQlSaC.jpg', 'media_url_https': 'https://pbs.twimg.com/media/E7R3cpvUUAQlSaC.jpg', 'url': 'https://t.co/c3kogNlGia', 'display_url': 'pic.twitter.com/c3kogNlGia', 'expanded_url': 'https://twitter.com/Tuesday_Februar/status/1419891119974871049/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 602, 'h': 1200, 'resize': 'fit'}, 'large': {'w': 1027, 'h': 2048, 'resize': 'fit'}, 'small': {'w': 341, 'h': 680, 'resize': 'fit'}}}]}"
934,SQx05,1419927987491799043,คือเราอยากจะบอกว่า ในช่วงสถานการณ์โควิด19แบบนี้เราควรหยุดกันไปก่อน เรียนไปความรู้มันก็ได้ไปไม่เยอะอะ เรียนไปก็แค่ส่วนน้อยที่เข้าใจ บาฃวิชาไม่เข้าใจ หรือแม้แต่บางคนมันไม่ได้พร้อมที่จะเรียนแบบออนไลน์กันบางบ้านก็ไม่ดับบ่อย ไม่มีเน็ต ไม่มีสัญญาณ  #การศึกษาไทย,False,2021-07-27 07:49:47,,1,0,"{'hashtags': [{'text': 'การศึกษาไทย', 'indices': [243, 255]}], 'symbols': [], 'user_mentions': [], 'urls': []}"
935,SQx05,1419927987491799043,คือเราอยากจะบอกว่า ในช่วงสถานการณ์โควิด19แบบนี้เราควรหยุดกันไปก่อน เรียนไปความรู้มันก็ได้ไปไม่เยอะอะ เรียนไปก็แค่ส่วนน้อยที่เข้าใจ บาฃวิชาไม่เข้าใจ หรือแม้แต่บางคนมันไม่ได้พร้อมที่จะเรียนแบบออนไลน์กันบางบ้านก็ไม่ดับบ่อย ไม่มีเน็ต ไม่มีสัญญาณ  #การศึกษาไทย,False,2021-07-27 07:49:47,,1,0,"{'hashtags': [{'text': 'การศึกษาไทย', 'indices': [243, 255]}], 'symbols': [], 'user_mentions': [], 'urls': []}"
936,InfoQuestNews,1419934215907409923,"ครม.เคาะลดค่าเทอมช่วยนร.-นศ.ทั้งภาครัฐและเอกชนในภาคเรียนที่ 1/64 https://t.co/0q2n4BbGKo 

#กระทรวงศึกษาธิการ #การศึกษา #นักศึกษา #นักเรียน #ประชุมคณะรัฐมนตรี #ลดค่าเทอม #ศธ #สถาบันอุดมศึกษา #โรงเรียน #อินโฟเควสท์",False,2021-07-27 08:14:32,"Bangkok, Thailand",0,1,"{'hashtags': [{'text': 'กระทรวงศึกษาธิการ', 'indices': [91, 109]}, {'text': 'การศึกษา', 'indices': [110, 119]}, {'text': 'นักศึกษา', 'indices': [120, 129]}, {'text': 'นักเรียน', 'indices': [130, 139]}, {'text': 'ประชุมคณะรัฐมนตรี', 'indices': [140, 158]}, {'text': 'ลดค่าเทอม', 'indices': [159, 169]}, {'text': 'ศธ', 'indices': [170, 173]}, {'text': 'สถาบันอุดมศึกษา', 'indices': [174, 190]}, {'text': 'โรงเรียน', 'indices': [191, 200]}, {'text': 'อินโฟเควสท์', 'indices': [201, 213]}], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/0q2n4BbGKo', 'expanded_url': 'https://www.infoquest.co.th/2021/110514', 'display_url': 'infoquest.co.th/2021/110514', 'indices': [65, 88]}]}"
937,InfoQuestNews,1419934215907409923,"ครม.เคาะลดค่าเทอมช่วยนร.-นศ.ทั้งภาครัฐและเอกชนในภาคเรียนที่ 1/64 https://t.co/0q2n4BbGKo 

#กระทรวงศึกษาธิการ #การศึกษา #นักศึกษา #นักเรียน #ประชุมคณะรัฐมนตรี #ลดค่าเทอม #ศธ #สถาบันอุดมศึกษา #โรงเรียน #อินโฟเควสท์",False,2021-07-27 08:14:32,"Bangkok, Thailand",0,1,"{'hashtags': [{'text': 'กระทรวงศึกษาธิการ', 'indices': [91, 109]}, {'text': 'การศึกษา', 'indices': [110, 119]}, {'text': 'นักศึกษา', 'indices': [120, 129]}, {'text': 'นักเรียน', 'indices': [130, 139]}, {'text': 'ประชุมคณะรัฐมนตรี', 'indices': [140, 158]}, {'text': 'ลดค่าเทอม', 'indices': [159, 169]}, {'text': 'ศธ', 'indices': [170, 173]}, {'text': 'สถาบันอุดมศึกษา', 'indices': [174, 190]}, {'text': 'โรงเรียน', 'indices': [191, 200]}, {'text': 'อินโฟเควสท์', 'indices': [201, 213]}], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/0q2n4BbGKo', 'expanded_url': 'https://www.infoquest.co.th/2021/110514', 'display_url': 'infoquest.co.th/2021/110514', 'indices': [65, 88]}]}"
938,sadgulil,1419937472054587395,เคียดมากกับการเรียนออนไลน์เเละเรื่องที่พ่อเเม่คาดหวังพูดทำร้ายจิตใจขอตายยังไงให้ไม่ทรมานเเละตายไปเลยไม่ฟื้นขึ้นมาอีกไม่อยากที่จะเป็นภาระ คิดมาหลายปีเเล้ว #ฆ่าตัวตาย #การศึกษาฆ่าฉัน #ซึมเศร้า,False,2021-07-27 08:27:29,,0,0,"{'hashtags': [{'text': 'ฆ่าตัวตาย', 'indices': [154, 164]}, {'text': 'การศึกษาฆ่าฉัน', 'indices': [165, 180]}, {'text': 'ซึมเศร้า', 'indices': [181, 190]}], 'symbols': [], 'user_mentions': [], 'urls': []}"
939,sadgulil,1419937472054587395,เคียดมากกับการเรียนออนไลน์เเละเรื่องที่พ่อเเม่คาดหวังพูดทำร้ายจิตใจขอตายยังไงให้ไม่ทรมานเเละตายไปเลยไม่ฟื้นขึ้นมาอีกไม่อยากที่จะเป็นภาระ คิดมาหลายปีเเล้ว #ฆ่าตัวตาย #การศึกษาฆ่าฉัน #ซึมเศร้า,False,2021-07-27 08:27:29,,1,0,"{'hashtags': [{'text': 'ฆ่าตัวตาย', 'indices': [154, 164]}, {'text': 'การศึกษาฆ่าฉัน', 'indices': [165, 180]}, {'text': 'ซึมเศร้า', 'indices': [181, 190]}], 'symbols': [], 'user_mentions': [], 'urls': []}"
940,MysugarYedam,1419939935759392768,เราได้โปรเจคมาทำ ทุกคนช่วยคิดได้ไหมคะ ควรจะทำโปรเจคอะไรดีที่เกี่ยวกับสัตว์เลี้ยง ช่วยคิดหน่อยค่ะ ตันมากค่ะ #แมว #ทึเมสอนการบ้าน #คาเฟ่แมว #การเรียน  #ช่วยคิด #ตลาดนัดtreasure #ตลาดนัด #การศึกษา,False,2021-07-27 08:37:16,Thailand,0,1,"{'hashtags': [{'text': 'แมว', 'indices': [107, 111]}, {'text': 'ทึเมสอนการบ้าน', 'indices': [112, 127]}, {'text': 'คาเฟ่แมว', 'indices': [128, 137]}, {'text': 'การเรียน', 'indices': [138, 147]}, {'text': 'ช่วยคิด', 'indices': [149, 157]}, {'text': 'ตลาดนัดtreasure', 'indices': [158, 174]}, {'text': 'ตลาดนัด', 'indices': [175, 183]}, {'text': 'การศึกษา', 'indices': [184, 193]}], 'symbols': [], 'user_mentions': [], 'urls': []}"
941,MysugarYedam,1419939935759392768,เราได้โปรเจคมาทำ ทุกคนช่วยคิดได้ไหมคะ ควรจะทำโปรเจคอะไรดีที่เกี่ยวกับสัตว์เลี้ยง ช่วยคิดหน่อยค่ะ ตันมากค่ะ #แมว #ทึเมสอนการบ้าน #คาเฟ่แมว #การเรียน  #ช่วยคิด #ตลาดนัดtreasure #ตลาดนัด #การศึกษา,False,2021-07-27 08:37:16,Thailand,0,1,"{'hashtags': [{'text': 'แมว', 'indices': [107, 111]}, {'text': 'ทึเมสอนการบ้าน', 'indices': [112, 127]}, {'text': 'คาเฟ่แมว', 'indices': [128, 137]}, {'text': 'การเรียน', 'indices': [138, 147]}, {'text': 'ช่วยคิด', 'indices': [149, 157]}, {'text': 'ตลาดนัดtreasure', 'indices': [158, 174]}, {'text': 'ตลาดนัด', 'indices': [175, 183]}, {'text': 'การศึกษา', 'indices': [184, 193]}], 'symbols': [], 'user_mentions': [], 'urls': []}"
942,InfoQuestNews,1419944623766605830,"รายงานชี้นักเรียนยังสนใจเรียนต่อต่างประเทศ แม้โควิดระบาด https://t.co/j3PMYzlrRr 

#Cialfo #การศึกษา #นักเรียน #เรียนต่อต่างประเทศ #อินโฟเควสท์",False,2021-07-27 08:55:54,"Bangkok, Thailand",1,0,"{'hashtags': [{'text': 'Cialfo', 'indices': [83, 90]}, {'text': 'การศึกษา', 'indices': [91, 100]}, {'text': 'นักเรียน', 'indices': [101, 110]}, {'text': 'เรียนต่อต่างประเทศ', 'indices': [111, 130]}, {'text': 'อินโฟเควสท์', 'indices': [131, 143]}], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/j3PMYzlrRr', 'expanded_url': 'https://www.infoquest.co.th/2021/110555', 'display_url': 'infoquest.co.th/2021/110555', 'indices': [57, 80]}]}"
943,InfoQuestNews,1419944623766605830,"รายงานชี้นักเรียนยังสนใจเรียนต่อต่างประเทศ แม้โควิดระบาด https://t.co/j3PMYzlrRr 

#Cialfo #การศึกษา #นักเรียน #เรียนต่อต่างประเทศ #อินโฟเควสท์",False,2021-07-27 08:55:54,"Bangkok, Thailand",1,0,"{'hashtags': [{'text': 'Cialfo', 'indices': [83, 90]}, {'text': 'การศึกษา', 'indices': [91, 100]}, {'text': 'นักเรียน', 'indices': [101, 110]}, {'text': 'เรียนต่อต่างประเทศ', 'indices': [111, 130]}, {'text': 'อินโฟเควสท์', 'indices': [131, 143]}], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/j3PMYzlrRr', 'expanded_url': 'https://www.infoquest.co.th/2021/110555', 'display_url': 'infoquest.co.th/2021/110555', 'indices': [57, 80]}]}"
944,9TRqi5nAjQplHLg,1419946531960942592,แม้ครูจะอะไรนะหนา คือทำผิดก็แก้ให้แล้วยังจะไปอะไรอีกอีชิบหาย คือจะประจานกูจนกว่าจะจบชะ ชอบจังนะเอาเรื่องเก่ามาพูดสงสัยกูจะไปเคยทำดีในสายตาครู ใช่สิเรามันก็แค่เด็กหลังห้อง ไม่ใช่ลูกรัก #โรงเรียนเหี้ยๆ #การศึกษาไทย #ครูเหี้ยๆ,False,2021-07-27 09:03:29,,1,0,"{'hashtags': [{'text': 'โรงเรียนเหี้ยๆ', 'indices': [184, 199]}, {'text': 'การศึกษาไทย', 'indices': [200, 212]}, {'text': 'ครูเหี้ยๆ', 'indices': [213, 223]}], 'symbols': [], 'user_mentions': [], 'urls': []}"
945,9TRqi5nAjQplHLg,1419946531960942592,แม้ครูจะอะไรนะหนา คือทำผิดก็แก้ให้แล้วยังจะไปอะไรอีกอีชิบหาย คือจะประจานกูจนกว่าจะจบชะ ชอบจังนะเอาเรื่องเก่ามาพูดสงสัยกูจะไปเคยทำดีในสายตาครู ใช่สิเรามันก็แค่เด็กหลังห้อง ไม่ใช่ลูกรัก #โรงเรียนเหี้ยๆ #การศึกษาไทย #ครูเหี้ยๆ,False,2021-07-27 09:03:29,,1,0,"{'hashtags': [{'text': 'โรงเรียนเหี้ยๆ', 'indices': [184, 199]}, {'text': 'การศึกษาไทย', 'indices': [200, 212]}, {'text': 'ครูเหี้ยๆ', 'indices': [213, 223]}], 'symbols': [], 'user_mentions': [], 'urls': []}"
946,Poiuy65586773,1419949108282871813,"ทำไมรร.อื่นได่หยุดแต่รร.ชั้นไม่ได่หยุดเเถมมาเอาวันหยุดไปสอบกลางภาคอีก
#เรียนออนไลน์เราจะตายกันหมด #การศึกษาฆ่าฉัน #การศึกษาไทย",False,2021-07-27 09:13:43,,2,1,"{'hashtags': [{'text': 'เรียนออนไลน์เราจะตายกันหมด', 'indices': [70, 97]}, {'text': 'การศึกษาฆ่าฉัน', 'indices': [98, 113]}, {'text': 'การศึกษาไทย', 'indices': [114, 126]}], 'symbols': [], 'user_mentions': [], 'urls': []}"
947,Poiuy65586773,1419949108282871813,"ทำไมรร.อื่นได่หยุดแต่รร.ชั้นไม่ได่หยุดเเถมมาเอาวันหยุดไปสอบกลางภาคอีก
#เรียนออนไลน์เราจะตายกันหมด #การศึกษาฆ่าฉัน #การศึกษาไทย",False,2021-07-27 09:13:43,,2,1,"{'hashtags': [{'text': 'เรียนออนไลน์เราจะตายกันหมด', 'indices': [70, 97]}, {'text': 'การศึกษาฆ่าฉัน', 'indices': [98, 113]}, {'text': 'การศึกษาไทย', 'indices': [114, 126]}], 'symbols': [], 'user_mentions': [], 'urls': []}"
948,imalien_aw,1419964634384064518,ไม่แปลกใจที่ได้ยินข่าว นักเรียน ฆ/่/า ตัว ต/า/ย ก็การศึกษาไทยเป็นงี้ไง กดดันเด็ก ตั้งเป้าหมายให้เด็ก เด็กก็ต้องแข่งขันกัน ใครที่บอกว่าเป็นเด็กจะไปเครียดอะไร ผู้ใหญ่เครียดกว่า ไม่ว่าจะช่วงอายุไหนก็มีความเครียดได้เหมือนกันหมดแหละค่ะ #การศึกษาฆ่าฉัน #การศึกษาไทยส้นตีน  #การศึกษาไทย,False,2021-07-27 10:15:25,,2,2,"{'hashtags': [{'text': 'การศึกษาฆ่าฉัน', 'indices': [231, 246]}, {'text': 'การศึกษาไทยส้นตีน', 'indices': [247, 265]}, {'text': 'การศึกษาไทย', 'indices': [267, 279]}], 'symbols': [], 'user_mentions': [], 'urls': []}"
949,imalien_aw,1419964634384064518,ไม่แปลกใจที่ได้ยินข่าว นักเรียน ฆ/่/า ตัว ต/า/ย ก็การศึกษาไทยเป็นงี้ไง กดดันเด็ก ตั้งเป้าหมายให้เด็ก เด็กก็ต้องแข่งขันกัน ใครที่บอกว่าเป็นเด็กจะไปเครียดอะไร ผู้ใหญ่เครียดกว่า ไม่ว่าจะช่วงอายุไหนก็มีความเครียดได้เหมือนกันหมดแหละค่ะ #การศึกษาฆ่าฉัน #การศึกษาไทยส้นตีน  #การศึกษาไทย,False,2021-07-27 10:15:25,,3,3,"{'hashtags': [{'text': 'การศึกษาฆ่าฉัน', 'indices': [231, 246]}, {'text': 'การศึกษาไทยส้นตีน', 'indices': [247, 265]}, {'text': 'การศึกษาไทย', 'indices': [267, 279]}], 'symbols': [], 'user_mentions': [], 'urls': []}"
950,faridafahmii,1419967768774905868,อยากได้คำปรึกษางานวิจัยจากพี่ๆค่ะ รบกวนหน่อยนะคะ มีใครเก่งเรื่องพวกจุลินทรีย์ไหมคะ คือไม่ไหวแล้ว เราเครียดมากๆตอนนี้ อยากได้คำปรึกษา #การศึกษาฆ่าฉัน  #การศึกษาไทย,False,2021-07-27 10:27:52,,1,0,"{'hashtags': [{'text': 'การศึกษาฆ่าฉัน', 'indices': [133, 148]}, {'text': 'การศึกษาไทย', 'indices': [150, 162]}], 'symbols': [], 'user_mentions': [], 'urls': []}"
951,faridafahmii,1419967768774905868,อยากได้คำปรึกษางานวิจัยจากพี่ๆค่ะ รบกวนหน่อยนะคะ มีใครเก่งเรื่องพวกจุลินทรีย์ไหมคะ คือไม่ไหวแล้ว เราเครียดมากๆตอนนี้ อยากได้คำปรึกษา #การศึกษาฆ่าฉัน  #การศึกษาไทย,False,2021-07-27 10:27:52,,1,0,"{'hashtags': [{'text': 'การศึกษาฆ่าฉัน', 'indices': [133, 148]}, {'text': 'การศึกษาไทย', 'indices': [150, 162]}], 'symbols': [], 'user_mentions': [], 'urls': []}"
952,0000x0345,1419967814572544003,ค่าเทอมก็ไม่ลดให้กู อีหอยหมา #การศึกษาฆ่าฉัน #การศึกษาไทยส้นตีน https://t.co/COngwOiDN6,False,2021-07-27 10:28:03,,1,0,"{'hashtags': [{'text': 'การศึกษาฆ่าฉัน', 'indices': [29, 44]}, {'text': 'การศึกษาไทยส้นตีน', 'indices': [45, 63]}], 'symbols': [], 'user_mentions': [], 'urls': [], 'media': [{'id': 1419967808121630724, 'id_str': '1419967808121630724', 'indices': [64, 87], 'media_url': 'http://pbs.twimg.com/media/E7S9MruUcAQPH8t.jpg', 'media_url_https': 'https://pbs.twimg.com/media/E7S9MruUcAQPH8t.jpg', 'url': 'https://t.co/COngwOiDN6', 'display_url': 'pic.twitter.com/COngwOiDN6', 'expanded_url': 'https://twitter.com/0000x0345/status/1419967814572544003/photo/1', 'type': 'photo', 'sizes': {'large': {'w': 1024, 'h': 1024, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 1024, 'h': 1024, 'resize': 'fit'}, 'small': {'w': 680, 'h': 680, 'resize': 'fit'}}}]}"
